code;name;province_id;url
111300;Musi Rawas Utara;11;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/111300/1
116000;Palembang;11;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/116000/1
116100;Prabumulih;11;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/116100/1
116200;Lubuk Linggau;11;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/116200/1
116300;Pagar Alam;11;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/116300/1
120100;Lampung Selatan;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/120100/1
120200;Lampung Tengah;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/120200/1
120300;Lampung Utara;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/120300/1
120400;Lampung Barat;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/120400/1
120500;Tulang Bawang;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/120500/1
120600;Tanggamus;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/120600/1
120700;Lampung Timur;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/120700/1
120800;Way Kanan;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/120800/1
120900;Pesawaran;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/120900/1
121000;Pringsewu;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/121000/1
121100;Mesuji;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/121100/1
121200;Tulang Bawang Barat;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/121200/1
121300;Pesisir Barat;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/121300/1
126000;Bandar Lampung;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/126000/1
126100;Metro;12;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/126100/1
130100;Sambas;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/130100/1
130200;Mempawah;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/130200/1
130300;Sanggau;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/130300/1
130400;Sintang;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/130400/1
130500;Kapuas Hulu;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/130500/1
130600;Ketapang;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/130600/1
130800;Bengkayang;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/130800/1
130900;Landak;13;https://referensi.data.kemdikbud.go.id/pendidikan/dikdas/130900/1
